match_id,team_a,team_b,winner,match_score,game_scores,mvp
865656701562388534,WBG,TE,WBG,2-1,6:3 | 0:10 | 5:3,WBG_Alex
865700312893095938,YS,MRC,MRC,1-2,3:5 | 5:3 | 4:4 | 1:8,MRC_Nanako
867469439724945413,ACT,DOU5,DOU5,0-2,3:5 | 3:5,DOU5_silverzhi
867504082960515177,YS,WBG,WBG,0-2,5:5 | 3:5 | 2:7,WBG_Alex
867537751196565568,Gr,TE,Gr,2-1,5:3 | 3:5 | 8:1,Gr_SuperRich
867840735365300230,FPX.ZQ,Wolves,FPX.ZQ,2-0,8:1 | 5:3,FPX.ZQ_DongX
867876048591650818,GG,TE,TE,1-2,2:7 | 5:3 | 3:5,TE_YiHua
867910335323963456,Gr,MRC,MRC,0-1,3:5 | 4:4 | 4:4,MRC_HuaC
868221359651553280,GG,FPX.ZQ,GG,1-0,5:5 | 4:4 | 8:1,GG_xawm
868257029364383764,Wolves,MRC,Wolves,1-1,6:3 | 4:4 | 3:5,Wolves_487
868290190797439028,ACT,WBG,ACT,1-0,4:4 | 4:4 | 5:3,ACT_xen
870076437647851539,DOU5,MRC,MRC,0-1,2:6 | 5:5 | 4:4,MRC_HuaC
870124068829921369,TE,FPX.ZQ,FPX.ZQ,1-2,2:7 | 7:2 | 4:4 | 1:8,FPX.ZQ_Regesi
870159218830737416,Wolves,ACT,Wolves,2-1,7:2 | 3:5 | 7:2,Wolves_ChoAi
870445109061091382,Gr,WBG,WBG,0-1,2:7 | 4:4 | 4:4,MRC_Huan
870515417648463872,YS,DOU5,YS,2-0,5:3 | 6:2,YS_D
870815927947493380,ACT,MRC,MRC,1-2,7:2 | 3:5 | 3:5,MRC_XiaoD
870848896113311753,YS,GG,GG,0-1,3:5 | 4:4 | 4:4,GG_XMX
870889007048818710,WBG,FPX.ZQ,FPX.ZQ,1-1,3:6 | 5:3 | 4:4,FPX.ZQ_DongX
872670524863414392,ACT,YS,YS,1-2,5:3 | 3:5 | 3:5,YS_D
872710545392795672,DOU5,Wolves,Wolves,0-2,5:5 | 0:10 | 3:5,Wolves_ChoAi
872742929444110369,MRC,GG,GG,0-1,2:7 | 4:4 | 4:4,GG_kucao
873048134109888532,DOU5,FPX.ZQ,FPX.ZQ,0-2,3:6 | 4:4 | 2:7,FPX.ZQ_SanS
873081463049814037,GG,Gr,GG,1-0,7:2 | 4:4 | 4:4,GG_xawm
873117515006345222,TE,MRC,MRC,1-2,1:8 | 5:3 | 2:7,MRC_ALi
873406995790561313,ACT,Gr,Gr,0-2,3:5 | 2:7,Gr_SuperRich
873441488689692689,FPX.ZQ,YS,FPX.ZQ,2-1,3:6 | 7:2 | 5:3,FPX.ZQ_bo1
873467778182414376,Wolves,WBG,WBG,0-2,3:6 | 3:5,WBG_Alex
